###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
59519.447177  12.758  0.002 28616   57 o  0  85.56  90.26700 -18.96770  5106.77  1470.57 3.19 3.13 -45.1 -0.448 19.14 20.81 01a59519o0578o
59519.453697  12.753  0.002 28753   55 o  0 149.09  90.26700 -18.96770  5124.29  1351.60 3.08 3.05  10.7 -0.445 19.17 20.85 01a59519o0592o
59523.530343  12.795  0.002 27675   54 o  0  34.60  90.26700 -18.96770  3446.48  5406.42 4.55 3.08   2.3 -0.375 19.02 20.93 01a59523o0757o
59523.532187  12.795  0.002 27671   52 o  0  36.80  90.26700 -18.96770  3426.04  5367.16 4.37 2.99  -0.5 -0.383 19.07 20.93 01a59523o0761o
59523.536343  12.772  0.002 28253   53 o  0 111.76  90.26700 -18.96770  3487.34  5444.68 3.49 2.87   4.3 -0.423 19.21 20.96 01a59523o0770o
59523.541414  12.786  0.002 27905   51 o  0 106.82  90.26700 -18.96770  3505.68  5327.24 3.51 2.90  -0.5 -0.408 19.21 20.97 01a59523o0781o
59525.581308  13.271  0.002 17846   41 c  0 204.59  90.26700 -18.96770  5389.84  5271.71 2.78 2.47  48.1 -0.367 19.55 21.27 02a59525o0306c
59525.584968  13.257  0.002 18081   41 c  0 308.67  90.26700 -18.96770  5371.77  5234.81 2.69 2.44  47.7 -0.377 19.55 21.26 02a59525o0314c
59525.619279  13.268  0.002 17892   41 c  0 216.34  90.26700 -18.96770  5431.43  5311.65 2.74 2.50  48.7 -0.373 19.52 21.23 02a59525o0388c
59525.647616  13.260  0.002 18028   44 c  0  87.03  90.26700 -18.96770  5452.70  5198.12 2.79 2.51  44.7 -0.369 19.16 20.40 02a59525o0449c
59527.509470  12.781  0.002 28030   64 o  0  96.26  90.26700 -18.96770  3443.90  5408.25 2.93 2.81 -40.6 -0.447 18.99 20.50 01a59527o0710o
59527.511320  12.776  0.002 28168   64 o  0  53.13  90.26700 -18.96770  3425.12  5368.88 2.87 2.78 -36.7 -0.453 18.94 20.50 01a59527o0714o
59527.514085  12.768  0.002 28368   58 o  0 182.92  90.26700 -18.96770  3485.59  5445.41 2.78 2.68 -25.6 -0.469 19.17 20.70 01a59527o0720o
59527.521768  12.772  0.002 28249   53 o  0 233.59  90.26700 -18.96770  3502.43  5328.36 3.09 3.03 -25.3 -0.436 19.25 20.91 01a59527o0736o
59529.386015  12.778  0.002 28112   58 o  0 561.47  90.26700 -18.96770  5165.13  5283.79 2.22 1.88  34.7 -0.444 19.20 20.09 02a59529o0448o
59529.397483  12.772  0.002 28249   56 o  0 460.82  90.26700 -18.96770  5185.21  5321.49 2.61 2.00  34.5 -0.420 19.22 20.29 02a59529o0473o
59529.403048  12.767  0.002 28404   57 o  0 685.19  90.26700 -18.96770  5126.45  5243.68 2.30 1.96  34.4 -0.437 19.34 20.45 02a59529o0485o
59529.409127  12.770  0.002 28319   56 o  0 694.44  90.26700 -18.96770  5107.33  5358.07 2.26 1.97  33.5 -0.435 19.42 20.65 02a59529o0498o
59531.508372  12.782  0.002 28007   62 o  0  54.49  90.26700 -18.96770  3297.16  3470.60 3.12 2.99 -29.4 -0.440 18.89 20.53 01a59531o0667o
59531.510214  12.797  0.002 27610   61 o  0  37.16  90.26700 -18.96770  3277.48  3431.73 3.32 3.20 -38.6 -0.402 18.92 20.61 01a59531o0671o
59531.512977  12.818  0.002 27081   63 o  0 147.79  90.26700 -18.96770  3335.88  3508.52 3.32 3.28 -33.8 -0.409 18.83 20.47 01a59531o0677o
59531.518967  12.782  0.002 28012   61 o  0  40.52  90.26700 -18.96770  3354.48  3391.15 3.12 3.06  41.8 -0.425 18.90 20.53 01a59531o0690o
59532.434815  12.987  0.007 23179  159 o  0   1.06  90.26700 -18.96770  3266.73  3446.38 6.82 6.66 -83.0 -0.192 17.08 18.79 01a59532o0454o
59532.439137  12.974  0.003 23455   75 o  0   3.35  90.26700 -18.96770  3266.96  3446.18 6.42 6.21 -74.9 -0.174 17.52 19.01 01a59532o0463o
59532.445134  12.958  0.004 23802   91 o  0   2.63  90.26700 -18.96770  3327.04  3521.51 5.76 5.52 -50.0 -0.206 17.18 18.61 01a59532o0476o
59532.468283  13.054  0.257 21803 5596 o  0   1.01  90.26700 -18.96770  3342.94  3400.39 4.33 4.28 -57.4 -0.386 12.73 13.44 01a59532o0487o
59535.497507  12.805  0.002 27406   64 o  0  63.33  90.26700 -18.96770  3298.18  3475.36 2.80 2.73 -35.5 -0.471 18.40 19.02 01a59535o0598o
59535.499358  12.788  0.003 27856   77 o  0  33.15  90.26700 -18.96770  3278.39  3436.32 2.77 2.68 -30.3 -0.482 18.21 18.70 01a59535o0602o
59535.505259  12.793  0.003 27715   77 o  0  26.85  90.26700 -18.96770  3338.80  3510.65 2.79 2.70 -37.2 -0.476 18.09 18.54 01a59535o0614o
59535.511719  12.789  0.004 27815  106 o  0   6.43  90.26700 -18.96770  3357.50  3393.11 2.80 2.72  27.1 -0.473 17.35 17.59 01a59535o0628o
59537.492221  12.781  0.002 28026   62 o  0 203.13  90.26700 -18.96770  2448.76  1401.05 2.04 1.85 -57.2 -0.477 18.50 18.65 02a59537o0681o
59537.496361  12.774  0.002 28222   63 o  0  83.73  90.26700 -18.96770  2467.74  1442.66 1.92 1.90  71.7 -0.476 18.57 18.66 02a59537o0690o
59537.516257  12.782  0.002 28004   62 o  0 207.87  90.26700 -18.96770  2410.94  1360.16 1.96 1.90  38.6 -0.481 18.54 18.71 02a59537o0732o
59537.522239  12.785  0.002 27934   64 o  0  75.16  90.26700 -18.96770  2388.34  1477.37 2.05 1.86  33.2 -0.468 18.50 18.72 02a59537o0745o
59539.530377  12.820  0.006 27032  154 o  0   2.86  90.26700 -18.96770  5344.86  7232.79 3.28 3.23 -33.3 -0.442 17.56 18.00 01a59539o0684o
59539.558017  12.801  0.003 27527   72 o  0  15.98  90.26700 -18.96770  5367.28  7272.34 2.94 2.86  54.5 -0.449 18.47 19.08 01a59539o0743o
59539.568973  12.800  0.002 27551   68 o  0  24.12  90.26700 -18.96770  5310.01  7196.41 2.89 2.83  52.4 -0.455 18.52 19.13 01a59539o0766o
59539.593324  12.817  0.003 27112   73 o  0  15.25  90.26700 -18.96770  5293.96  7316.01 3.01 2.94  69.8 -0.445 18.45 19.07 01a59539o0818o
59540.484055  12.804  0.002 27431   62 o  0  24.17  90.26700 -18.96770  5212.73  3353.81 3.10 2.78  -6.7 -0.444 18.51 19.23 01a59540o0669o
59540.485900  12.796  0.002 27640   59 o  0  48.58  90.26700 -18.96770  5193.39  3314.85 2.89 2.71 -14.7 -0.462 18.54 19.26 01a59540o0673o
59540.491973  12.793  0.002 27730   59 o  0  39.46  90.26700 -18.96770  5253.01  3390.89 2.89 2.76 -13.1 -0.461 18.60 19.34 01a59540o0686o
59540.497532  12.788  0.002 27839   58 o  0  36.84  90.26700 -18.96770  5270.75  3273.05 2.92 2.81 -11.9 -0.458 18.61 19.39 01a59540o0698o
59541.387994  12.779  0.002 28068   61 o  0 157.35  90.26700 -18.96770  9042.81  5125.02 2.03 1.96  80.4 -0.442 18.87 19.21 02a59541o0462o
59541.393043  12.784  0.002 27945   58 o  0 124.65  90.26700 -18.96770  9063.15  5164.28 2.16 1.99  37.1 -0.428 18.83 19.23 02a59541o0473o
59541.399005  12.794  0.002 27695   58 o  0 249.13  90.26700 -18.96770  9004.62  5086.05 2.13 1.98  38.2 -0.424 18.89 19.27 02a59541o0486o
59541.414602  12.785  0.002 27929   58 o  0 102.79  90.26700 -18.96770  8985.19  5200.36 2.16 2.06  42.1 -0.423 18.90 19.33 02a59541o0520o
59543.410881  12.790  0.002 27796   57 o  0  50.92  90.26700 -18.96770  5219.19  3369.04 2.98 2.95 -26.3 -0.443 18.95 20.09 01a59543o0347o
59543.437336  12.796  0.002 27635   54 o  0  97.20  90.26700 -18.96770  5201.54  3323.76 2.96 2.81 -55.1 -0.446 19.01 20.17 01a59543o0403o
59543.440144  12.790  0.002 27806   56 o  0  94.17  90.26700 -18.96770  5259.14  3400.14 2.88 2.73 -52.5 -0.463 19.05 20.18 01a59543o0409o
59543.445721  12.792  0.002 27734   56 o  0  63.84  90.26700 -18.96770  5276.42  3282.91 2.94 2.80 -52.8 -0.453 19.04 20.17 01a59543o0421o
59545.388523  12.785  0.002 27936   55 o  0 308.35  90.26700 -18.96770  9042.46  5125.91 2.30 2.08  35.0 -0.422 19.37 20.44 02a59545o0462o
59545.395023  12.800  0.002 27532   54 o  0 534.13  90.26700 -18.96770  9063.54  5162.84 2.24 2.08  34.7 -0.420 19.34 20.40 02a59545o0476o
59545.423387  12.808  0.002 27345   53 o  0 555.15  90.26700 -18.96770  9005.15  5089.49 2.53 2.02  32.5 -0.403 19.36 20.46 02a59545o0537o
59545.426611  12.795  0.002 27666   55 o  0 387.90  90.26700 -18.96770  8986.01  5203.02 2.29 2.09  37.2 -0.420 19.39 20.45 02a59545o0544o
59546.494859  12.782  0.002 28004   54 o  0 709.86  90.26700 -18.96770  3241.26  1467.86 2.14 2.05 -69.1 -0.451 19.50 20.76 02a59546o0690o
59546.498374  12.772  0.002 28258   55 o  0 294.92  90.26700 -18.96770  3218.27  1427.66 2.27 2.18  74.6 -0.446 19.39 20.73 02a59546o0697o
59546.503919  12.775  0.002 28178   54 o  0 292.74  90.26700 -18.96770  3277.37  1507.87 2.26 2.17 -72.1 -0.446 19.43 20.73 02a59546o0709o
59546.536061  12.783  0.002 27978   55 o  0 322.53  90.26700 -18.96770  3298.59  1391.36 2.21 2.08 -65.0 -0.444 19.41 20.58 02a59546o0778o
59547.522154  12.880  0.002 25592   51 o  0  52.01  90.26700 -18.96770  6395.36  3148.73 4.74 3.85 -55.2 -0.307 18.69 20.51 01a59547o0680o
59547.525379  12.874  0.002 25729   52 o  0  35.89  90.26700 -18.96770  6417.57  3186.80 4.53 3.71 -58.2 -0.324 18.71 20.50 01a59547o0687o
59547.547870  12.871  0.002 25806   52 o  0  75.71  90.26700 -18.96770  6367.38  3113.22 4.66 3.73 -51.8 -0.329 18.68 20.55 01a59547o0735o
59547.576385  12.925  0.002 24537   54 o  0   4.99  90.26700 -18.96770  6364.43  3236.62 6.08 5.04 -55.9 -0.286 18.26 20.25 01a59547o0796o
59551.407562  12.798  0.002 27596   54 o  0 197.60  90.26700 -18.96770  4113.32  7438.77 2.91 2.82 -37.2 -0.446 19.26 20.71 01a59551o0470o
59551.413102  12.789  0.002 27835   53 o  0 159.27  90.26700 -18.96770  4094.05  7400.22 2.86 2.71 -39.4 -0.461 19.26 20.71 01a59551o0482o
59551.415402  12.797  0.002 27631   53 o  0 303.93  90.26700 -18.96770  4153.85  7476.39 2.84 2.79 -33.2 -0.447 19.26 20.72 01a59551o0487o
59551.425543  12.787  0.002 27882   53 o  0  75.29  90.26700 -18.96770  4174.84  7358.83 2.92 2.84 -37.8 -0.443 19.27 20.82 01a59551o0509o
59559.327478  12.792  0.002 27756   62 o  0  25.91  90.26700 -18.96770  1232.15  1636.83 3.68 3.59 -36.9 -0.450 18.68 19.98 01a59559o0293o
59559.339936  12.822  0.002 26982   58 o  0  30.89  90.26700 -18.96770  1210.24  1596.12 4.26 3.63  -9.5 -0.386 18.66 20.03 01a59559o0320o
59559.363020  12.802  0.002 27500   56 o  0  45.18  90.26700 -18.96770  1269.24  1672.70 3.71 3.39  -8.4 -0.437 18.86 20.19 01a59559o0369o
59559.373250  12.811  0.002 27274   57 o  0  28.76  90.26700 -18.96770  1290.14  1555.84 4.01 3.70 -12.8 -0.417 18.76 20.21 01a59559o0391o
59560.418079  12.795  0.002 27661   55 o  0  77.77  90.26700 -18.96770  7322.86  5149.90 3.45 2.93  -7.9 -0.436 19.01 20.35 01a59560o0510o
59560.421789  12.800  0.002 27535   54 o  0  93.76  90.26700 -18.96770  7305.07  5111.87 3.26 2.88 -14.2 -0.442 19.07 20.36 01a59560o0518o
59560.427318  12.789  0.002 27833   55 o  0  71.53  90.26700 -18.96770  7365.59  5185.98 3.29 2.91 -14.5 -0.440 19.06 20.42 01a59560o0530o
59560.449719  12.799  0.002 27574   55 o  0  68.78  90.26700 -18.96770  3099.42  5519.80 2.99 2.70 -53.8 -0.452 19.19 20.49 01a59560o0577o
59563.419061  12.796  0.002 27649   56 o  0  63.51  90.26700 -18.96770  7332.75  5148.79 3.18 2.91 -23.1 -0.443 18.74 19.73 01a59563o0518o
59563.420902  12.803  0.002 27462   56 o  0  42.84  90.26700 -18.96770  7315.92  5111.20 3.21 2.97   4.2 -0.428 18.77 19.75 01a59563o0522o
59563.424129  12.794  0.002 27683   57 o  0  36.09  90.26700 -18.96770  7376.55  5186.75 3.07 2.95  17.5 -0.437 18.81 19.76 01a59563o0529o
59563.431049  12.803  0.002 27476   55 o  0  41.72  90.26700 -18.96770  7395.91  5069.11 3.21 3.10 -21.2 -0.425 18.72 19.77 01a59563o0544o
59564.395341  12.790  0.002 27808   68 o  0  23.85  90.26700 -18.96770  7318.77  5153.43 2.97 2.68 -61.4 -0.496 18.21 18.97 01a59564o0418o
59564.397646  12.794  0.002 27682   66 o  0  29.68  90.26700 -18.96770  7299.84  5114.41 2.92 2.64 -60.2 -0.498 18.44 19.09 01a59564o0423o
59564.400412  12.800  0.008 27547  232 o  0   2.32  90.26700 -18.96770  7360.18  5189.96 3.03 2.71 -64.1 -0.521 16.41 16.87 01a59564o0429o
59564.405947  12.795  0.002 27660   61 o  0  45.45  90.26700 -18.96770  7379.39  5072.37 3.00 2.80 -59.5 -0.476 18.56 19.28 01a59564o0441o
59565.488708  12.791  0.002 27770   68 o  0 120.31  90.26700 -18.96770  6081.14  7231.10 3.03 2.22  38.9 -0.394 18.42 18.86 02a59565o0190o
59565.492385  12.798  0.003 27598   85 o  0  43.95  90.26700 -18.96770  6000.92  7271.19 2.94 2.25  40.9 -0.386 17.73 18.22 02a59565o0198o
59565.497889  12.816  0.002 27137   67 o  0  25.40  90.26700 -18.96770  6059.24  7350.82 3.29 2.65  43.4 -0.375 18.31 18.94 02a59565o0210o
59569.493599  12.727  0.028 29454  821 o  0   1.46  90.26700 -18.96770  6025.40  7312.70 2.56 2.08  43.9 -0.454 15.20 14.92 02a59569o0293o
59569.496820  12.795  0.024 27679  651 o  0   1.93  90.26700 -18.96770  6005.71  7272.87 2.57 2.02  43.8 -0.448 15.40 15.12 02a59569o0300o
59569.502309  12.761  0.017 28544  474 o  0   2.87  90.26700 -18.96770  6064.21  7351.88 2.49 2.09  47.9 -0.493 16.04 15.83 02a59569o0312o
59569.514681  12.783  0.006 27968  154 o  0  10.05  90.26700 -18.96770  6084.71  7237.15 2.33 2.07  47.0 -0.436 17.33 17.35 02a59569o0339o
59585.475115  13.239  0.002 18386   45 c  0 141.01  90.26700 -18.96770  9939.69  7114.68 2.86 2.75  43.6 -0.399 19.44 21.37 02a59585o0466c
59585.478797  13.243  0.002 18307   46 c  0 126.34  90.26700 -18.96770  9920.39  7077.02 2.86 2.73  39.6 -0.394 19.41 21.36 02a59585o0474c
59585.484315  13.236  0.002 18438   45 c  0 195.55  90.26700 -18.96770  9980.02  7154.65 2.81 2.68  42.6 -0.406 19.47 21.33 02a59585o0486c
59585.495776  13.240  0.003 18366   47 c  0 166.79  90.26700 -18.96770 10002.15  7038.28 2.84 2.75  30.1 -0.400 19.39 21.27 02a59585o0511c
59589.471752  13.223  0.010 18649  184 c  0   1.88  90.26700 -18.96770  1414.22  3497.12 2.86 2.73 -83.0 -0.408 17.00 18.92 02a59589o0405c
59589.475873  13.247  0.024 18241  433 c  0   1.17  90.26700 -18.96770  1393.95  3460.31 2.44 2.30 -79.8 -0.437 15.63 17.52 02a59589o0414c
59589.482296  13.329  0.161 16925 2725 c  0   1.20  90.26700 -18.96770  1452.52  3538.89 3.05 2.85  85.0 -0.426 13.53 15.67 02a59589o0428c
59589.494254  13.150  0.055 19946 1100 c  0   1.26  90.26700 -18.96770  1471.76  3421.65 2.83 2.63  84.1 -0.421 14.55 16.55 02a59589o0454c
59591.422314  12.740  0.002 29106   58 o  0  72.02  90.26700 -18.96770   941.12  5133.21 3.13 2.87 -44.2 -0.472 18.90 19.95 01a59591o0483o
59591.426007  12.738  0.002 29167   58 o  0  48.92  90.26700 -18.96770   965.35  5171.42 3.25 2.93 -48.9 -0.461 18.85 19.93 01a59591o0491o
59591.431597  12.737  0.002 29192   58 o  0  73.49  90.26700 -18.96770   907.58  5095.21 3.19 2.88 -47.6 -0.470 18.86 19.93 01a59591o0503o
59591.466995  12.735  0.002 29235   60 o  0  43.41  90.26700 -18.96770   909.51  5217.67 3.22 2.93 -54.8 -0.465 18.80 19.84 01a59591o0579o
59591.904402  12.736  0.002 29227   64 o  0 671.39  90.26700 -18.96770  1230.96  6411.45 2.70 2.09  86.3 -0.428 18.92 19.97 03a59592o0213o
59591.907774  12.733  0.002 29301   67 o  0 521.85  90.26700 -18.96770  1256.36  6445.31 2.73 2.11  87.4 -0.422 18.93 19.97 03a59592o0220o
59591.913625  12.740  0.002 29094   65 o  0 606.16  90.26700 -18.96770  1213.48  6360.39 2.80 2.14  86.4 -0.423 18.92 19.96 03a59592o0232o
59591.945278  12.733  0.002 29283   65 o  0 523.25  90.26700 -18.96770  1274.88  6455.81 2.70 2.09  88.1 -0.434 18.96 19.99 03a59592o0297o
59595.379112  12.743  0.002 29037   65 o  0  18.22  90.26700 -18.96770  8338.76  3026.24 2.96 2.82 -57.5 -0.465 18.48 19.15 01a59595o0406o
59595.382342  12.735  0.002 29243   61 o  0  41.05  90.26700 -18.96770  8361.34  3064.98 2.77 2.71 -67.9 -0.472 18.53 19.15 01a59595o0413o
59595.388334  12.745  0.002 28963   63 o  0  25.65  90.26700 -18.96770  8304.77  2989.06 2.88 2.75 -56.8 -0.467 18.49 19.15 01a59595o0426o
59595.399387  12.751  0.002 28811   62 o  0  25.45  90.26700 -18.96770  8294.36  3106.14 2.97 2.80 -64.9 -0.458 18.47 19.13 01a59595o0450o
59596.383496  12.746  0.002 28955   66 o  0  25.53  90.26700 -18.96770  8336.31  3026.97 2.85 2.65 -55.2 -0.484 18.48 18.99 01a59596o0415o
59596.386719  12.744  0.002 28992   64 o  0  34.20  90.26700 -18.96770  8358.68  3065.73 2.91 2.73 -51.9 -0.476 18.44 18.99 01a59596o0422o
59596.396565  12.752  0.002 28793   66 o  0  35.69  90.26700 -18.96770  8303.30  2989.42 2.87 2.70 -54.3 -0.476 18.45 18.99 01a59596o0443o
59596.402097  12.755  0.002 28703   67 o  0  23.56  90.26700 -18.96770  8289.56  3107.17 2.93 2.74 -58.4 -0.474 18.38 18.99 01a59596o0455o
59599.358633  12.747  0.002 28913   57 o  0  59.62  90.26700 -18.96770  8335.32  3024.63 2.99 2.85 -67.7 -0.462 18.77 19.74 01a59599o0360o
59599.361859  12.737  0.002 29191   58 o  0  90.11  90.26700 -18.96770  8358.16  3063.42 2.90 2.72 -55.2 -0.470 18.80 19.73 01a59599o0367o
59599.368779  12.749  0.002 28870   58 o  0  66.03  90.26700 -18.96770  8302.03  2987.25 2.89 2.80 -58.0 -0.464 18.82 19.73 01a59599o0382o
59599.379848  12.741  0.002 29070   59 o  0  57.11  90.26700 -18.96770  8289.91  3105.79 2.99 2.78 -56.4 -0.473 18.82 19.73 01a59599o0406o
59599.880657  12.785  0.002 27935   64 o  0 382.81  90.26700 -18.96770  8925.90  5206.06 2.97 2.31 -86.6 -0.378 18.83 19.97 03a59600o0213o
59599.890620  12.765  0.002 28452   64 o  0 336.10  90.26700 -18.96770  8946.96  5244.79 2.84 2.21 -88.9 -0.396 18.88 19.95 03a59600o0234o
59599.900003  12.778  0.002 28094   63 o  0 663.06  90.26700 -18.96770  8893.74  5164.13 2.75 2.13 -86.8 -0.396 18.92 19.92 03a59600o0253o
59599.905332  12.768  0.002 28357   64 o  0 613.17  90.26700 -18.96770  8873.75  5278.24 2.80 2.16 -86.4 -0.396 18.90 19.93 03a59600o0264o
59600.427412  12.769  0.002 28334   58 o  0  43.21  90.26700 -18.96770  1091.98  7070.42 3.16 2.85 -44.0 -0.437 18.77 19.85 01a59600o0507o
59600.430228  12.770  0.002 28302   59 o  0  60.46  90.26700 -18.96770  1113.74  7108.44 3.13 2.82 -47.7 -0.440 18.83 19.85 01a59600o0513o
59600.437146  12.777  0.002 28143   59 o  0  45.29  90.26700 -18.96770  1058.10  7033.63 3.42 3.10 -47.7 -0.418 18.69 19.81 01a59600o0528o
59600.447767  12.765  0.002 28454   60 o  0  43.56  90.26700 -18.96770  1046.61  7151.81 3.49 3.08 -44.1 -0.408 18.67 19.77 01a59600o0551o
59601.388725  12.746  0.002 28945   59 o  0 193.65  90.26700 -18.96770  4179.66  9337.38 2.25 2.07 -55.3 -0.441 19.17 19.97 02a59601o0312o
59601.391931  12.756  0.002 28693   60 o  0 129.56  90.26700 -18.96770  4160.64  9298.29 2.29 2.11 -57.8 -0.438 19.18 19.96 02a59601o0319o
59601.398370  12.747  0.002 28922   58 o  0 207.49  90.26700 -18.96770  4219.33  9377.38 2.25 2.07 -57.5 -0.441 19.18 19.95 02a59601o0333o
59601.408439  12.746  0.002 28959   58 o  0 134.47  90.26700 -18.96770  4241.31  9263.10 2.35 2.21 -66.4 -0.435 19.10 19.91 02a59601o0355o
59603.401268  12.768  0.002 28366   53 o  0 258.38  90.26700 -18.96770  1085.23  7071.97 2.99 2.69 -47.2 -0.449 19.35 21.02 01a59603o0415o
59603.404489  12.759  0.002 28602   53 o  0 311.55  90.26700 -18.96770  1106.93  7110.22 2.97 2.63 -46.3 -0.455 19.35 20.95 01a59603o0422o
59603.410941  12.762  0.002 28534   54 o  0 129.76  90.26700 -18.96770  1050.82  7035.23 3.08 2.74 -44.2 -0.444 19.30 20.84 01a59603o0436o
59603.425739  12.767  0.002 28382   56 o  0 105.91  90.26700 -18.96770  1039.89  7154.96 3.10 2.67 -44.0 -0.449 19.22 20.67 01a59603o0468o
59603.921277  12.795  0.002 27672   62 o  0 644.44  90.26700 -18.96770  8952.67  5213.24 2.93 2.39 -80.5 -0.374 19.08 20.61 03a59604o0291o
59603.924222  12.787  0.002 27885   64 o  0 306.38  90.26700 -18.96770  8972.77  5251.76 3.03 2.49 -78.2 -0.364 19.02 20.57 03a59604o0297o
59603.927652  12.793  0.002 27728   62 o  0 299.27  90.26700 -18.96770  8917.93  5171.54 3.04 2.62 -75.4 -0.360 18.95 20.49 03a59604o0304o
59603.930978  12.805  0.002 27407   62 o  0 315.26  90.26700 -18.96770  8898.42  5285.95 2.97 2.53 -80.0 -0.368 18.97 20.46 03a59604o0311o
59605.379350  12.778  0.002 28111   64 o  0  54.74  90.26700 -18.96770  1064.96  7072.64 3.29 2.94 -48.5 -0.421 18.89 20.64 01a59605o0392o
59605.382848  12.773  0.002 28225   63 o  0  62.53  90.26700 -18.96770  1086.88  7111.00 3.14 2.74 -43.5 -0.441 18.98 20.67 01a59605o0399o
59605.413394  12.785  0.002 27929   57 o  0 110.54  90.26700 -18.96770  1047.07  7037.20 3.14 2.86 -45.4 -0.435 19.17 20.84 01a59605o0463o
59605.429589  12.777  0.002 28124   54 o  0 136.10  90.26700 -18.96770  1037.52  7155.95 3.07 2.80 -48.4 -0.433 19.29 20.99 01a59605o0497o
59606.891262  13.297  0.003 17418   46 c  0 544.52  90.26700 -18.96770  8943.05  5207.49 2.96 2.38 -84.4 -0.384 19.58 21.91 03a59607o0243c
59606.895340  13.296  0.003 17443   46 c  0 517.07  90.26700 -18.96770  8961.92  5244.73 2.96 2.40 -84.3 -0.383 19.57 21.94 03a59607o0250c
59606.911883  13.286  0.003 17604   47 c  0 367.37  90.26700 -18.96770  8915.52  5164.89 2.81 2.32 -86.3 -0.386 19.59 21.90 03a59607o0284c
59606.919231  13.283  0.003 17649   47 c  0 321.24  90.26700 -18.96770  8892.91  5275.70 2.90 2.34 -82.8 -0.383 19.58 21.91 03a59607o0297c
59608.805792  13.296  0.003 17436   47 c  0 786.55  90.26700 -18.96770  3365.38  1429.94 3.11 2.36  83.9 -0.407 19.61 21.98 03a59609o0087c
59608.807675  13.291  0.003 17524   47 c  0 542.89  90.26700 -18.96770  3346.53  1389.20 3.10 2.43  83.5 -0.402 19.62 22.00 03a59609o0091c
59608.843137  13.290  0.003 17542   47 c  0 434.25  90.26700 -18.96770  3409.67  1463.87 2.90 2.48  84.5 -0.394 19.66 22.05 03a59609o0166c
59608.854518  13.293  0.003 17494   46 c  0 199.25  90.26700 -18.96770  7064.75  9198.18 2.88 2.58  77.0 -0.377 19.53 22.02 03a59609o0190c
59610.299678  12.762  0.002 28518   55 o  0 389.14  90.26700 -18.96770  2601.83  3343.39 2.04 2.02 -14.6 -0.450 19.56 20.84 02a59610o0223o
59610.302428  12.761  0.002 28541   56 o  0 436.84  90.26700 -18.96770  2621.21  3381.90 2.06 2.05 -35.8 -0.451 19.52 20.83 02a59610o0229o
59610.305178  12.761  0.002 28562   54 o  0 621.08  90.26700 -18.96770  2562.98  3303.80 2.07 2.05 -60.5 -0.444 19.54 20.83 02a59610o0235o
59610.310661  12.758  0.002 28633   55 o  0 628.91  90.26700 -18.96770  2543.38  3420.22 2.01 2.00  85.7 -0.450 19.60 20.84 02a59610o0247o
59612.295150  13.266  0.003 17932   48 c  0  45.28  90.26700 -18.96770  2593.62  3344.10 2.57 2.39 -61.7 -0.430 19.28 21.52 02a59612o0219c
59612.296977  13.264  0.003 17969   47 c  0  55.34  90.26700 -18.96770  2613.16  3382.84 2.61 2.39 -61.0 -0.425 19.35 21.82 02a59612o0223c
59612.299719  13.234  0.003 18460   48 c  0  48.03  90.26700 -18.96770  2554.68  3304.99 2.62 2.39 -64.7 -0.511 19.35 21.46 02a59612o0229c
59616.298786  12.774  0.002 28217   54 o  0 894.58  90.26700 -18.96770  2594.96  3342.81 2.07 2.00 -51.0 -0.445 19.53 20.76 02a59616o0211o
59616.310852  12.783  0.002 27986   56 o  0 288.63  90.26700 -18.96770  7966.27  7162.88 2.37 2.28  68.0 -0.435 19.42 20.74 02a59616o0236o
59616.315932  12.772  0.002 28263   54 o  0 1052.51  90.26700 -18.96770  8027.25  7241.85 2.25 2.15  64.1 -0.449 19.49 20.68 02a59616o0247o
59616.319638  12.783  0.002 27977   56 o  0 569.90  90.26700 -18.96770  8046.76  7121.15 2.36 2.20  46.5 -0.435 19.44 20.65 02a59616o0255o
59616.793525  12.811  0.002 27271   60 o  0 1321.91  90.26700 -18.96770  9553.60  1801.79 2.84 2.17 -83.5 -0.404 19.28 20.78 03a59617o0047o
59616.803161  12.821  0.002 27023   62 o  0 715.63  90.26700 -18.96770  9576.60  1680.73 2.99 2.18 -82.0 -0.392 19.26 20.81 03a59617o0068o
59618.271045  12.781  0.002 28022   54 o  0 180.75  90.26700 -18.96770  5372.76  5267.09 2.78 2.57 -39.3 -0.486 19.19 20.40 01a59618o0154o
59618.277530  12.788  0.002 27843   55 o  0 160.94  90.26700 -18.96770  5353.29  5227.40 2.80 2.61 -36.2 -0.480 19.18 20.44 01a59618o0168o
59618.280756  12.780  0.002 28060   55 o  0 255.66  90.26700 -18.96770  5412.61  5302.70 2.73 2.54 -53.1 -0.491 19.22 20.45 01a59618o0175o
59618.287219  12.788  0.002 27841   54 o  0 177.10  90.26700 -18.96770  5430.69  5185.66 2.78 2.59 -47.2 -0.487 19.25 20.51 01a59618o0189o
59620.308954  12.784  0.002 27957   56 o  0 110.80  90.26700 -18.96770  5165.38  1392.06 2.32 2.10 -50.8 -0.457 19.15 20.05 02a59620o0209o
59620.312152  12.784  0.002 27958   57 o  0 143.98  90.26700 -18.96770  5147.82  1352.02 2.24 2.01 -55.7 -0.462 19.20 20.06 02a59620o0216o
